TIMESTAMP,EQUIPMENTID,EQUIPMENTTYPE,FACILITYID,VIBRATION,TEMPERATURE,PRESSURE,OILLEVEL,HEALTHSCORE,MAINTENANCENEEDED
10/18/2022,EQP_1000,Pump,FAC_005,2.762,77.19,169.31,61.44625676,0.7566,FALSE
10/19/2022,EQP_1000,Pump,FAC_005,4.69,79,152.34,55.02166731,0.7703,FALSE
10/20/2022,EQP_1000,Pump,FAC_005,3.822,86.1,163.82,66.90598609,0.7626,FALSE
10/21/2022,EQP_1000,Pump,FAC_005,3.629,74.81,165.08,63.4308125,0.766,FALSE
10/22/2022,EQP_1000,Pump,FAC_005,3.463,83.04,152.6,58.77610667,0.7564,FALSE
10/23/2022,EQP_1000,Pump,FAC_005,4.104,85.76,147.31,63.04918555,0.7594,FALSE
10/24/2022,EQP_1000,Pump,FAC_005,3.543,81.29,160.37,59.91654274,0.7735,FALSE
10/25/2022,EQP_1000,Pump,FAC_005,4.853,86.1,160.16,27.84940732,0.3671,TRUE
10/26/2022,EQP_1000,Pump,FAC_005,4.597,99.48,183.79,30.09104088,0.3691,TRUE
10/27/2022,EQP_1000,Pump,FAC_005,2.443,86.15,159.28,66.18014892,0.7753,FALSE
10/28/2022,EQP_1000,Pump,FAC_005,3.658,70.03,170.71,65.25060859,0.7595,FALSE
10/29/2022,EQP_1000,Pump,FAC_005,3.84,89.66,154.82,62.56458864,0.77,FALSE
10/30/2022,EQP_1000,Pump,FAC_005,2.576,74.42,152.67,62.34097481,0.7739,FALSE
10/31/2022,EQP_1000,Pump,FAC_005,2.818,83.29,150.31,61.77958549,0.7638,FALSE
11/1/2022,EQP_1000,Pump,FAC_005,2.997,71.88,160.82,61.74383867,0.7744,FALSE
11/2/2022,EQP_1000,Pump,FAC_005,2.353,80.03,155.91,58.72650915,0.767,FALSE
11/3/2022,EQP_1000,Pump,FAC_005,2.22,90.03,169.25,58.89482087,0.7715,FALSE
11/4/2022,EQP_1000,Pump,FAC_005,4.294,88.49,165.48,60.90280619,0.7541,FALSE
11/5/2022,EQP_1000,Pump,FAC_005,2.247,83.65,157.41,55.61110727,0.7489,FALSE
11/6/2022,EQP_1000,Pump,FAC_005,2.362,78.69,155.98,56.2821123,0.7485,FALSE
11/7/2022,EQP_1000,Pump,FAC_005,2.366,74.27,160.12,64.74078917,0.765,FALSE
11/8/2022,EQP_1000,Pump,FAC_005,3.177,78.98,178.62,59.44966983,0.7606,FALSE
11/9/2022,EQP_1000,Pump,FAC_005,3.752,73.36,178.29,60.24968832,0.7624,FALSE
11/10/2022,EQP_1000,Pump,FAC_005,2.582,79.29,166.28,60.24603313,0.7609,FALSE
11/11/2022,EQP_1000,Pump,FAC_005,3.515,87.11,162.7,59.41752324,0.7508,FALSE
11/12/2022,EQP_1000,Pump,FAC_005,2.939,72.34,165.86,62.3191896,0.7484,FALSE
11/13/2022,EQP_1000,Pump,FAC_005,2.919,80.02,148.1,60.92368187,0.7474,FALSE
11/14/2022,EQP_1000,Pump,FAC_005,4.163,95.32,160.78,58.62846293,0.754,FALSE
11/15/2022,EQP_1000,Pump,FAC_005,3.528,83.63,141.98,61.50856464,0.7532,FALSE
11/16/2022,EQP_1000,Pump,FAC_005,3.475,75.22,154.39,57.8664691,0.7654,FALSE
11/17/2022,EQP_1000,Pump,FAC_005,2.517,91.54,152.71,61.84537934,0.7513,FALSE
11/18/2022,EQP_1000,Pump,FAC_005,2.944,83.28,165.72,62.65680378,0.7369,FALSE
11/19/2022,EQP_1000,Pump,FAC_005,2.912,79.54,140.55,63.91300113,0.757,FALSE
11/20/2022,EQP_1000,Pump,FAC_005,3.478,68.46,164.21,64.57862145,0.7511,FALSE
11/21/2022,EQP_1000,Pump,FAC_005,3,78.06,181.03,55.36278878,0.7468,FALSE
11/22/2022,EQP_1000,Pump,FAC_005,3.259,78.37,163.08,59.57789306,0.7623,FALSE
11/23/2022,EQP_1000,Pump,FAC_005,3.865,82.63,151.26,56.87145001,0.7368,FALSE
11/24/2022,EQP_1000,Pump,FAC_005,3.881,73.89,128.89,64.78424511,0.7626,FALSE
11/25/2022,EQP_1000,Pump,FAC_005,2.762,89.35,146.35,54.603105,0.7426,FALSE
11/26/2022,EQP_1000,Pump,FAC_005,2.755,82.35,163.3,57.32759628,0.7437,FALSE
11/27/2022,EQP_1000,Pump,FAC_005,4.164,70.66,148.39,57.71095961,0.7471,FALSE
11/28/2022,EQP_1000,Pump,FAC_005,3.233,72.8,176.08,60.70717215,0.7354,FALSE
11/29/2022,EQP_1000,Pump,FAC_005,3.291,75.69,152.48,59.35962105,0.7416,FALSE
11/30/2022,EQP_1000,Pump,FAC_005,3.4,86.8,156.86,62.28532858,0.754,FALSE
12/1/2022,EQP_1000,Pump,FAC_005,3.199,69.5,158.74,68.94720369,0.7455,FALSE
12/2/2022,EQP_1000,Pump,FAC_005,2.45,77.54,148.26,53.12718682,0.7382,FALSE
12/3/2022,EQP_1000,Pump,FAC_005,4.189,76.81,151.88,65.60881299,0.7578,FALSE
12/4/2022,EQP_1000,Pump,FAC_005,2.896,79.83,154.2,59.83055107,0.7388,FALSE
12/5/2022,EQP_1000,Pump,FAC_005,3.836,82,151.98,54.89021098,0.7348,FALSE
12/6/2022,EQP_1000,Pump,FAC_005,2.74,83.09,138.67,60.62385454,0.7437,FALSE
12/7/2022,EQP_1000,Pump,FAC_005,2.359,81.81,172.34,60.63096942,0.7562,FALSE
12/8/2022,EQP_1000,Pump,FAC_005,2.109,77.83,156.56,55.62866843,0.7577,FALSE
12/9/2022,EQP_1000,Pump,FAC_005,2.206,81.38,184.53,61.63759474,0.7368,FALSE
12/10/2022,EQP_1000,Pump,FAC_005,2.318,90.22,158.69,59.75455055,0.7253,FALSE
12/11/2022,EQP_1000,Pump,FAC_005,2.501,85.34,182.57,56.45078633,0.7402,FALSE
12/12/2022,EQP_1000,Pump,FAC_005,2.701,83.46,158.27,54.23908532,0.7241,FALSE
12/13/2022,EQP_1000,Pump,FAC_005,3.553,87.79,138.63,58.44902996,0.7409,FALSE
12/14/2022,EQP_1000,Pump,FAC_005,4.371,79.31,166.87,64.28414644,0.7459,FALSE
12/15/2022,EQP_1000,Pump,FAC_005,3.678,77.1,164.59,58.43196033,0.7541,FALSE
12/16/2022,EQP_1000,Pump,FAC_005,2.656,88.06,159.18,62.21566465,0.7305,FALSE
12/17/2022,EQP_1000,Pump,FAC_005,4.447,88.94,166.05,60.12977937,0.7297,FALSE
12/18/2022,EQP_1000,Pump,FAC_005,3.313,83.37,157.54,58.17106501,0.7238,FALSE
12/19/2022,EQP_1000,Pump,FAC_005,3.011,83.22,180.96,53.98451978,0.7358,FALSE
12/20/2022,EQP_1000,Pump,FAC_005,3.687,81.78,153.84,61.06022763,0.7304,FALSE
12/21/2022,EQP_1000,Pump,FAC_005,2.802,88,153.24,63.56958162,0.7472,FALSE
12/22/2022,EQP_1000,Pump,FAC_005,3.391,80.16,163.28,55.88986605,0.7379,FALSE
12/23/2022,EQP_1000,Pump,FAC_005,2.923,94.39,167.61,56.48054029,0.7408,FALSE
12/24/2022,EQP_1000,Pump,FAC_005,2.962,87.28,152.14,58.34360952,0.7467,FALSE
12/25/2022,EQP_1000,Pump,FAC_005,3.16,83.11,163.56,57.90834641,0.7401,FALSE
12/26/2022,EQP_1000,Pump,FAC_005,2.275,84.8,158.21,56.767199,0.7318,FALSE
12/27/2022,EQP_1000,Pump,FAC_005,3.872,84.97,153.44,60.04084523,0.717,FALSE
12/28/2022,EQP_1000,Pump,FAC_005,3.24,89.3,162.44,57.97332126,0.7442,FALSE
12/29/2022,EQP_1000,Pump,FAC_005,2.561,79.84,160.21,58.42350643,0.7211,FALSE
12/30/2022,EQP_1000,Pump,FAC_005,3.44,78.04,132.51,56.78521613,0.7195,FALSE
12/31/2022,EQP_1000,Pump,FAC_005,2.599,72.88,165.56,66.60999602,0.7353,FALSE
1/1/2023,EQP_1000,Pump,FAC_005,3.676,81.82,159.4,55.66944774,0.714,FALSE
1/2/2023,EQP_1000,Pump,FAC_005,3.909,83.99,159.44,62.93549748,0.732,FALSE
1/3/2023,EQP_1000,Pump,FAC_005,2.853,77.21,145.59,52.84625496,0.7135,FALSE
1/4/2023,EQP_1000,Pump,FAC_005,3.391,90.23,161.54,55.81828208,0.737,FALSE
1/5/2023,EQP_1000,Pump,FAC_005,2.926,76.84,164.19,57.02004008,0.7475,FALSE
1/6/2023,EQP_1000,Pump,FAC_005,2.136,77.52,168.53,63.06114615,0.7277,FALSE
1/7/2023,EQP_1000,Pump,FAC_005,3.581,72.68,156.44,55.66085135,0.7144,FALSE
1/8/2023,EQP_1000,Pump,FAC_005,2.71,78.22,159.85,59.69356033,0.7151,FALSE
1/9/2023,EQP_1000,Pump,FAC_005,1.692,90.69,175.64,60.61758372,0.7071,FALSE
1/10/2023,EQP_1000,Pump,FAC_005,3.677,83.97,160.82,52.4607355,0.7226,FALSE
1/11/2023,EQP_1000,Pump,FAC_005,2.599,79.9,168.61,53.2078305,0.7418,FALSE
1/12/2023,EQP_1000,Pump,FAC_005,2.605,83.39,155.52,66.67145363,0.7407,FALSE
1/13/2023,EQP_1000,Pump,FAC_005,2.388,82.34,155.34,56.67003276,0.7329,FALSE
1/14/2023,EQP_1000,Pump,FAC_005,2.678,78.6,169.14,56.54150662,0.7409,FALSE
1/15/2023,EQP_1000,Pump,FAC_005,2.746,79.46,150.76,59.56363402,0.7183,FALSE
1/16/2023,EQP_1000,Pump,FAC_005,2.368,84.7,154,59.29257282,0.713,FALSE
1/17/2023,EQP_1000,Pump,FAC_005,3.027,80.97,159.74,51.06879601,0.7374,FALSE
1/18/2023,EQP_1000,Pump,FAC_005,2.941,70.64,163.52,50.20843506,0.7013,FALSE
1/19/2023,EQP_1000,Pump,FAC_005,2.347,71.29,159.99,53.68048612,0.7392,FALSE
1/20/2023,EQP_1000,Pump,FAC_005,3.219,84.84,170.76,54.50387658,0.7002,FALSE
1/21/2023,EQP_1000,Pump,FAC_005,3.28,74.19,154.63,56.29776996,0.7131,FALSE
1/22/2023,EQP_1000,Pump,FAC_005,1.852,85.7,158.18,58.01567462,0.7383,FALSE
1/23/2023,EQP_1000,Pump,FAC_005,1.714,75.89,166.39,60.34229059,0.7397,FALSE
1/24/2023,EQP_1000,Pump,FAC_005,3.989,93,166.22,50.29088177,0.7066,FALSE
1/25/2023,EQP_1000,Pump,FAC_005,4.075,83.67,158.43,54.45117015,0.7132,FALSE
1/26/2023,EQP_1000,Pump,FAC_005,2.745,77.75,174.91,52.6718026,0.7023,FALSE
1/27/2023,EQP_1000,Pump,FAC_005,2.784,84.17,153.3,66.04003657,0.7199,FALSE
1/28/2023,EQP_1000,Pump,FAC_005,3.196,75.53,139.83,58.84607428,0.7284,FALSE
1/29/2023,EQP_1000,Pump,FAC_005,4.046,88.37,165.86,55.14334895,0.7229,FALSE
1/30/2023,EQP_1000,Pump,FAC_005,3.803,79.89,165.5,59.97788985,0.7161,FALSE
1/31/2023,EQP_1000,Pump,FAC_005,3.316,79.78,144.64,57.7834169,0.7088,FALSE
2/1/2023,EQP_1000,Pump,FAC_005,2.832,84.71,164.75,57.52266043,0.719,FALSE
2/2/2023,EQP_1000,Pump,FAC_005,2.281,87.04,151.63,51.54113457,0.7049,FALSE
2/3/2023,EQP_1000,Pump,FAC_005,4.058,87.86,160.47,60.27694297,0.7065,FALSE
2/4/2023,EQP_1000,Pump,FAC_005,3.038,82.12,164.93,60.83541566,0.6961,FALSE
2/5/2023,EQP_1000,Pump,FAC_005,3.683,72.09,156.08,57.49922598,0.7063,FALSE
2/6/2023,EQP_1000,Pump,FAC_005,4.113,82.51,160.72,50.86955056,0.7015,FALSE
2/7/2023,EQP_1000,Pump,FAC_005,3.539,84.81,151.8,54.13024108,0.6917,FALSE
2/8/2023,EQP_1000,Pump,FAC_005,2.283,86.32,144,55.3910923,0.7193,FALSE
2/9/2023,EQP_1000,Pump,FAC_005,3.531,73.66,196.29,58.50936338,0.7232,FALSE
2/10/2023,EQP_1000,Pump,FAC_005,3.649,77.65,162.43,56.77364843,0.7131,FALSE
2/11/2023,EQP_1000,Pump,FAC_005,2.978,69.18,137.54,57.14149979,0.7229,FALSE
2/12/2023,EQP_1000,Pump,FAC_005,2.548,81.41,150.24,56.20328285,0.7334,FALSE
2/13/2023,EQP_1000,Pump,FAC_005,2.8,75.75,153.12,58.89908699,0.712,FALSE
2/14/2023,EQP_1000,Pump,FAC_005,2.495,78.73,170,55.18041663,0.6957,FALSE
2/15/2023,EQP_1000,Pump,FAC_005,3.553,79.75,143.74,55.17994757,0.7261,FALSE
2/16/2023,EQP_1000,Pump,FAC_005,3.593,79.06,163.3,60.02255591,0.7258,FALSE
2/17/2023,EQP_1000,Pump,FAC_005,2.35,91.85,164.76,55.22211941,0.6953,FALSE
2/18/2023,EQP_1000,Pump,FAC_005,3.461,79.78,155.47,60.8238538,0.7255,FALSE
2/19/2023,EQP_1000,Pump,FAC_005,3.606,91.29,155.48,61.07249826,0.7293,FALSE
2/20/2023,EQP_1000,Pump,FAC_005,3.757,87.36,157.28,51.90780321,0.6878,FALSE
2/21/2023,EQP_1000,Pump,FAC_005,3.364,84.05,157.69,48.49388431,0.6849,FALSE
2/22/2023,EQP_1000,Pump,FAC_005,2.194,83.82,166.6,55.98446302,0.7271,FALSE
2/23/2023,EQP_1000,Pump,FAC_005,3.23,83.35,175.2,52.19876188,0.7047,FALSE
2/24/2023,EQP_1000,Pump,FAC_005,4.071,78.4,159.9,53.87641606,0.707,FALSE
2/25/2023,EQP_1000,Pump,FAC_005,3.379,78.23,145.95,59.98073598,0.7027,FALSE
2/26/2023,EQP_1000,Pump,FAC_005,3.081,79.85,149.68,56.84657685,0.7184,FALSE
2/27/2023,EQP_1000,Pump,FAC_005,4.473,86.83,176.23,59.94690972,0.7055,FALSE
2/28/2023,EQP_1000,Pump,FAC_005,3.89,82.3,165.78,61.33787217,0.7166,FALSE
3/1/2023,EQP_1000,Pump,FAC_005,2.492,77.32,166.86,54.91225206,0.6885,FALSE
3/2/2023,EQP_1000,Pump,FAC_005,2.725,70.32,157.14,54.62062099,0.7141,FALSE
3/3/2023,EQP_1000,Pump,FAC_005,3.753,81.31,149.39,55.5607321,0.7193,FALSE
3/4/2023,EQP_1000,Pump,FAC_005,2.886,84.64,164.5,53.88685381,0.7227,FALSE
