DATE,WTIPRICE,BRENTPRICE,EVENTTYPE,EVENTIMPACT,WEATHERIMPACT,INVENTORYLEVEL,DEMANDFORECAST,"('DATE', '')","('WTIPRICE', 'CL=F')","('BrentPRICE', 'BZ=F')"
2020-07-10,59.33,62.2,normal,0.0,0.0,434.6966163,0.91891976,,,
2020-07-11,57.08,60.62,normal,0.0,0.0,357.5376373,1.074348602,,,
2020-07-12,56.67,60.1,normal,0.0,0.0,256.6769859,0.880846415,,,
2020-07-13,57.82,62.94,normal,0.0,0.0,381.6746726,1.049543814,,,
2020-07-14,57.55,59.73,normal,0.0,-0.946096122,302.7676255,1.083279874,,,
2020-07-15,57.94,57.99,normal,0.0,0.0,371.5248492,1.174746741,,,
2020-07-16,58.55,63.18,normal,0.0,0.0,390.9025497,0.922360551,,,
2020-07-17,51.64,52.83,normal,0.0,0.0,384.2252345,0.798365246,,,
2020-07-18,58.57,61.23,normal,0.0,0.0,262.7974243,0.940621821,,,
2020-07-19,58.35,61.67,normal,0.0,0.0,388.6849827,1.164043537,,,
2020-07-20,59.59,63.25,normal,0.0,0.0,445.2124602,0.962751677,,,
2020-07-21,59.84,63.14,normal,0.0,0.0,290.2266106,1.107458098,,,
2020-07-22,58.17,62.44,normal,0.0,0.0,333.9714952,0.921808081,,,
2020-07-23,56.59,59.74,normal,0.0,0.0,349.2342612,1.053658925,,,
2020-07-24,61.73,65.14,normal,0.0,0.0,395.9725446,0.9741005,,,
2020-07-25,61.98,64.85,normal,0.0,0.0,285.5687224,0.987561552,,,
2020-07-26,60.0,62.53,normal,0.0,0.0,419.0263711,0.997531297,,,
2020-07-27,58.44,61.89,normal,0.0,0.0,241.3068757,1.006929452,,,
2020-07-28,59.89,60.93,normal,0.0,0.0,321.5750403,0.846679528,,,
2020-07-29,60.07,65.47,normal,0.0,0.0,296.6694199,0.972037811,,,
2020-07-30,59.7,62.43,normal,0.0,0.0,362.8973099,0.944743611,,,
2020-07-31,59.41,61.44,normal,0.0,0.0,469.3909765,1.139253785,,,
2020-08-01,61.43,65.42,normal,0.0,-1.822851304,367.6586136,0.924494907,,,
2020-08-02,59.66,62.83,normal,0.0,0.0,292.6624761,0.921231362,,,
2020-08-03,60.48,64.75,normal,0.0,0.0,351.4413992,1.06940771,,,
2020-08-04,57.81,61.7,normal,0.0,0.0,241.5337822,0.947331357,,,
2020-08-05,62.61,64.57,normal,0.0,0.0,277.6613486,0.9782748,,,
2020-08-06,61.95,64.82,normal,0.0,0.0,342.9592848,0.965274955,,,
2020-08-07,60.66,65.22,normal,0.0,0.0,340.8103998,0.89690004,,,
2020-08-08,62.92,65.96,normal,0.0,0.0,309.9323095,0.94831195,,,
2020-08-09,61.03,65.43,normal,0.0,0.0,313.4867844,0.754570398,,,
2020-08-10,60.43,64.41,normal,0.0,0.0,304.4967551,0.964850404,,,
2020-08-11,59.77,65.28,normal,0.0,0.0,336.9846933,1.006467577,,,
2020-08-12,63.9,67.13,normal,0.0,0.0,275.0172086,1.199457186,,,
2020-08-13,62.94,66.31,normal,0.0,0.0,289.3021762,0.940815163,,,
2020-08-14,62.71,65.52,normal,0.0,0.0,364.5417239,0.996682201,,,
2020-08-15,61.66,64.79,normal,0.0,0.0,293.2174998,1.120934967,,,
2020-08-16,63.78,66.88,normal,0.0,0.0,261.6374792,1.042812155,,,
2020-08-17,63.19,66.85,normal,0.0,0.0,351.6852865,0.834830265,,,
2020-08-18,62.81,68.93,normal,0.0,0.0,367.0140532,0.864899436,,,
2020-08-19,67.44,70.16,normal,0.0,0.0,322.9739039,1.148338463,,,
2020-08-20,62.74,66.49,normal,0.0,0.0,351.5208911,0.91476153,,,
2020-08-21,63.32,68.05,normal,0.0,0.0,472.8229189,0.982720951,,,
2020-08-22,67.02,68.4,normal,0.0,-1.52026216,283.8341218,0.801748225,,,
2020-08-23,64.41,66.97,normal,0.0,0.0,402.8587077,0.972494814,,,
2020-08-24,63.06,66.08,normal,0.0,0.0,313.8631501,1.08171615,,,
2020-08-25,62.28,64.77,normal,0.0,0.0,437.0688098,1.050830033,,,
2020-08-26,69.58,73.57,economic_data,3.97,-1.627268743,418.4931484,0.974072799,,,
2020-08-27,60.34,64.16,normal,0.0,0.0,300.0100108,1.03108897,,,
2020-08-28,61.0,63.74,normal,0.0,0.0,386.6510746,1.14945781,,,
2020-08-29,63.93,66.54,normal,0.0,0.0,414.7562619,0.925259883,,,
2020-08-30,65.11,69.3,normal,0.0,0.0,421.5854144,1.104374644,,,
2020-08-31,63.88,66.23,normal,0.0,0.0,225.5000529,0.855762631,,,
2020-09-01,63.99,68.77,normal,0.0,0.0,466.87956,1.005301672,,,
2020-09-02,64.67,67.52,normal,0.0,0.0,300.0399147,0.898934058,,,
2020-09-03,65.96,67.65,normal,0.0,0.0,368.5547197,0.854135185,,,
2020-09-04,67.47,72.26,normal,0.0,-1.457065209,278.7741795,0.946559148,,,
2020-09-05,64.71,67.94,normal,0.0,0.0,379.6861329,1.018406959,,,
2020-09-06,65.14,68.06,normal,0.0,0.0,304.3896656,1.063718001,,,
2020-09-07,61.45,65.57,normal,0.0,0.0,316.6473493,1.087001404,,,
2020-09-08,63.21,66.28,normal,0.0,0.0,283.0091881,1.031548161,,,
2020-09-09,66.43,69.56,normal,0.0,-0.228888812,345.2098754,0.937555519,,,
2020-09-10,64.66,67.6,normal,0.0,0.0,414.6947459,0.664037358,,,
2020-09-11,64.25,65.64,normal,0.0,0.0,342.0564036,1.05119118,,,
2020-09-12,63.24,66.79,normal,0.0,-0.520449498,306.8031654,1.006071676,,,
2020-09-13,61.84,65.47,normal,0.0,0.0,368.5683806,1.216720289,,,
2020-09-14,64.87,66.24,normal,0.0,0.0,365.9794259,1.037914212,,,
2020-09-15,65.57,69.19,normal,0.0,-2.078352742,374.2181738,0.959463289,,,
2020-09-16,64.4,68.04,normal,0.0,-2.259021364,326.0684791,0.888581837,,,
2020-09-17,61.01,65.31,normal,0.0,0.0,312.8386052,0.93314924,,,
2020-09-18,64.56,67.46,normal,0.0,0.0,388.5770106,0.916135683,,,
2020-09-19,66.05,69.74,normal,0.0,0.0,272.5637934,0.804298628,,,
2020-09-20,65.8,68.33,normal,0.0,0.0,368.3297801,1.031885348,,,
2020-09-21,62.63,66.54,normal,0.0,0.0,331.0451762,1.077517829,,,
2020-09-22,65.0,69.0,normal,0.0,0.0,438.5868638,0.95819555,,,
2020-09-23,60.55,64.09,normal,0.0,0.0,390.3114716,1.139177398,,,
2020-09-24,64.28,69.17,normal,0.0,0.0,380.9804169,0.895173292,,,
2020-09-25,63.56,66.63,normal,0.0,0.0,397.0597389,0.830184227,,,
2020-09-26,61.5,63.35,normal,0.0,0.0,370.4469899,0.911095526,,,
2020-09-27,64.51,70.17,normal,0.0,0.0,273.5204888,0.769228183,,,
2020-09-28,59.23,60.14,normal,0.0,0.0,382.6871032,0.875211423,,,
2020-09-29,69.57,73.77,normal,0.0,0.0,297.0971203,1.050752027,,,
2020-09-30,65.76,67.83,normal,0.0,0.0,275.9674731,0.910654248,,,
2020-10-01,67.49,70.27,normal,0.0,0.0,354.7457438,0.964624744,,,
2020-10-02,65.36,68.43,normal,0.0,0.0,262.1011073,1.022285903,,,
2020-10-03,60.13,64.58,normal,0.0,0.0,268.8015543,0.799866321,,,
2020-10-04,64.36,67.87,normal,0.0,0.0,292.9119812,1.039076264,,,
2020-10-05,65.76,69.26,normal,0.0,0.0,394.7207848,1.092850661,,,
2020-10-06,65.17,68.3,normal,0.0,0.0,364.3191654,1.280584815,,,
2020-10-07,65.68,68.01,normal,0.0,0.0,435.802568,0.962256483,,,
2020-10-08,65.94,69.76,normal,0.0,0.0,232.4423828,1.171914265,,,
2020-10-09,65.72,69.73,normal,0.0,0.0,340.62865,0.963768104,,,
2020-10-10,64.86,69.57,normal,0.0,0.0,308.6387793,1.093845622,,,
2020-10-11,65.87,68.76,normal,0.0,-0.582346331,298.7742871,1.126048444,,,
2020-10-12,64.34,67.56,normal,0.0,0.0,383.7114864,0.869539844,,,
2020-10-13,64.34,67.44,normal,0.0,0.0,302.7684886,1.199539484,,,
2020-10-14,60.89,63.19,normal,0.0,0.0,249.8510704,0.951637266,,,
2020-10-15,68.49,75.37,normal,0.0,-0.864497204,309.2989813,1.019529931,,,
2020-10-16,64.97,68.01,normal,0.0,-2.543235311,427.9814106,1.185586431,,,
2020-10-17,66.11,68.77,normal,0.0,-2.895728485,308.5496453,1.004131927,,,
2020-10-18,64.7,68.91,normal,0.0,0.0,326.9095608,0.957712692,,,
2020-10-19,64.29,69.41,normal,0.0,0.0,415.0105575,0.935135753,,,
2020-10-20,65.67,68.17,normal,0.0,-0.434593394,309.1917761,0.93220091,,,
2020-10-21,66.41,70.21,normal,0.0,0.0,307.32225,1.035457528,,,
2020-10-22,70.43,73.62,OPEC_meeting,7.51,0.0,310.3049186,1.107622521,,,
2020-10-23,67.12,70.34,normal,0.0,0.0,349.0996808,0.841608656,,,
2020-10-24,61.46,63.96,normal,0.0,0.0,422.2257301,1.060693057,,,
2020-10-25,64.53,67.67,normal,0.0,0.0,333.7106881,1.072788216,,,
2020-10-26,65.49,65.8,normal,0.0,0.0,245.8563229,0.93706906,,,
2020-10-27,64.21,67.43,normal,0.0,0.0,396.6011881,0.920868232,,,
2020-10-28,63.84,65.86,normal,0.0,0.0,278.5194282,1.019734261,,,
2020-10-29,65.04,67.45,normal,0.0,0.0,252.1859056,1.072089139,,,
2020-10-30,65.6,67.48,normal,0.0,0.0,317.4330596,1.071471925,,,
2020-10-31,65.12,68.8,normal,0.0,0.0,375.687939,0.851101579,,,
2020-11-01,63.92,67.14,normal,0.0,0.0,395.8370562,1.011301545,,,
2020-11-02,63.4,67.01,normal,0.0,0.0,327.8159965,0.917345909,,,
2020-11-03,64.56,66.62,normal,0.0,0.0,407.002871,0.863332828,,,
2020-11-04,64.53,67.04,normal,0.0,0.0,340.9103747,1.001282224,,,
2020-11-05,65.79,68.05,normal,0.0,0.0,259.130973,0.872734378,,,
2020-11-06,61.53,63.61,normal,0.0,0.0,360.2998445,1.014756402,,,
2020-11-07,63.96,67.02,normal,0.0,0.0,417.4340984,1.047472095,,,
2020-11-08,60.23,62.66,normal,0.0,0.0,320.2561792,0.899270586,,,
2020-11-09,63.33,65.45,normal,0.0,0.0,388.3364701,1.033938601,,,
2020-11-10,61.75,65.48,normal,0.0,0.0,357.3233889,1.072520683,,,
2020-11-11,61.82,63.22,normal,0.0,0.0,328.617436,0.957056044,,,
2020-11-12,64.97,67.65,normal,0.0,-2.314527503,273.7638143,1.001706148,,,
2020-11-13,61.74,66.28,normal,0.0,0.0,364.0591743,0.928660906,,,
2020-11-14,65.62,69.38,normal,0.0,0.0,348.233305,0.915544481,,,
2020-11-15,60.52,62.68,normal,0.0,0.0,416.6889307,1.056826428,,,
2020-11-16,61.73,63.94,normal,0.0,0.0,362.2810891,1.020421895,,,
2020-11-17,61.79,65.06,normal,0.0,0.0,345.3076036,0.97890049,,,
2020-11-18,60.77,64.07,normal,0.0,-1.46058653,347.7896432,0.806182778,,,
2020-11-19,63.05,67.39,normal,0.0,0.0,361.6987064,0.893108325,,,
2020-11-20,62.25,65.04,normal,0.0,0.0,401.2795663,1.153954493,,,
2020-11-21,60.3,62.44,normal,0.0,0.0,325.2252748,0.944490921,,,
2020-11-22,59.53,62.31,normal,0.0,0.0,342.6774898,0.887920945,,,
2020-11-23,62.62,67.49,normal,0.0,0.0,264.2138255,1.050401564,,,
2020-11-24,60.17,62.64,normal,0.0,0.0,305.3090715,0.933373291,,,
2020-11-25,62.3,66.43,normal,0.0,0.0,422.4286207,0.90033636,,,
2020-11-26,62.22,66.88,normal,0.0,0.0,368.4497029,0.952706768,,,
2020-11-27,61.2,63.63,normal,0.0,0.0,336.8011047,0.97744944,,,
2020-11-28,56.83,59.29,normal,0.0,0.0,374.4953108,1.000836666,,,
2020-11-29,61.23,63.74,normal,0.0,0.0,345.8676251,0.901459738,,,
2020-11-30,59.17,60.03,normal,0.0,0.0,390.2517194,0.949061608,,,
2020-12-01,61.98,64.73,normal,0.0,0.0,312.9411714,1.125712831,,,
2020-12-02,60.86,64.34,normal,0.0,0.0,323.4757153,0.998564314,,,
2020-12-03,59.81,61.94,normal,0.0,0.0,323.7442843,1.057309443,,,
2020-12-04,60.02,62.69,normal,0.0,0.0,443.475451,0.875783306,,,
2020-12-05,58.21,59.83,normal,0.0,0.0,391.047897,0.875126375,,,
2020-12-06,60.26,63.51,normal,0.0,0.0,352.768426,1.012383153,,,
2020-12-07,65.0,66.98,normal,0.0,0.0,340.4722644,1.069081817,,,
2020-12-08,60.12,61.22,normal,0.0,0.0,419.3180813,0.950076405,,,
2020-12-09,59.09,63.09,normal,0.0,0.0,437.1564771,0.959565974,,,
2020-12-10,61.4,62.35,normal,0.0,0.0,310.1023882,0.976415952,,,
2020-12-11,60.55,62.37,normal,0.0,0.0,405.4230836,0.880520143,,,
2020-12-12,55.9,56.78,normal,0.0,0.0,361.6952868,0.908218458,,,
2020-12-13,60.52,64.52,normal,0.0,0.0,383.5136373,0.925481682,,,
2020-12-14,58.59,60.62,normal,0.0,0.0,321.024108,0.978481801,,,
2020-12-15,61.05,64.14,normal,0.0,0.0,377.1750414,0.949420178,,,
2020-12-16,56.42,57.42,normal,0.0,0.0,300.1173951,0.939690525,,,
2020-12-17,56.96,60.32,normal,0.0,0.0,353.7142428,1.074674785,,,
2020-12-18,60.32,63.72,normal,0.0,0.0,308.4436205,1.076184465,,,
2020-12-19,56.39,56.46,normal,0.0,0.0,419.891672,1.057731858,,,
2020-12-20,58.84,63.52,normal,0.0,0.0,338.2712356,0.921691227,,,
2020-12-21,53.17,56.44,normal,0.0,0.0,372.9333745,1.012187568,,,
2020-12-22,56.71,61.18,normal,0.0,0.0,401.5780749,1.039565029,,,
2020-12-23,57.8,60.65,normal,0.0,0.0,285.9326462,1.07839577,,,
2020-12-24,61.51,64.56,normal,0.0,0.0,345.6873569,0.973879614,,,
2020-12-25,56.37,58.17,normal,0.0,0.0,361.4253087,1.160396998,,,
2020-12-26,57.92,61.45,normal,0.0,0.0,365.1517017,0.972035893,,,
2020-12-27,57.01,58.81,normal,0.0,0.0,319.9547101,1.075635329,,,
2020-12-28,54.64,57.4,normal,0.0,0.0,374.3293281,0.900781668,,,
2020-12-29,57.64,60.78,normal,0.0,0.0,351.9124637,1.082019648,,,
2020-12-30,56.52,58.99,normal,0.0,0.0,289.8066539,1.141998045,,,
2020-12-31,54.85,58.23,normal,0.0,0.0,339.6524822,0.976722732,,,
2021-01-01,58.63,59.49,normal,0.0,0.0,375.670513,0.992363585,,,
2021-01-02,55.15,58.85,normal,0.0,0.0,324.9584496,1.025873779,,,
2021-01-03,59.58,62.47,normal,0.0,0.0,294.6808299,0.955429546,,,
2021-01-04,55.31,56.68,normal,0.0,0.0,304.4418858,1.184228427,,,
2021-01-05,58.51,62.0,normal,0.0,0.0,400.1091554,1.040512323,,,
2021-01-06,57.0,60.73,normal,0.0,0.0,445.6249764,1.008291826,,,
2021-01-07,55.2,57.65,normal,0.0,0.0,447.0758502,0.853975529,,,
2021-01-08,56.59,59.34,normal,0.0,0.0,312.2784502,1.018479645,,,
2021-01-09,55.48,59.74,normal,0.0,0.0,360.0038863,0.943946854,,,
2021-01-10,50.9,52.44,OPEC_meeting,-6.43,0.0,395.8404733,1.013107813,,,
2021-01-11,54.28,57.37,normal,0.0,0.0,365.9151318,0.804957097,,,
2021-01-12,54.39,57.91,normal,0.0,0.0,383.8741873,1.094547184,,,
2021-01-13,55.25,57.49,normal,0.0,0.0,320.7782855,1.165307147,,,
2021-01-14,52.22,56.4,normal,0.0,0.0,229.0191344,1.004326438,,,
2021-01-15,56.62,59.73,normal,0.0,0.0,407.3676767,1.097157567,,,
2021-01-16,53.81,55.56,normal,0.0,0.0,361.7450482,0.919917927,,,
2021-01-17,58.39,60.88,normal,0.0,0.0,301.7634281,0.957707898,,,
2021-01-18,56.02,59.91,normal,0.0,0.0,319.6874548,1.047209578,,,
2021-01-19,55.16,58.37,normal,0.0,0.0,361.7080088,0.909342863,,,
2021-01-20,53.3,56.13,normal,0.0,0.0,383.352019,1.039132625,,,
2021-01-21,56.85,59.31,normal,0.0,0.0,349.279454,1.004474946,,,
2021-01-22,51.02,52.52,normal,0.0,0.0,354.0023567,1.242389419,,,
2021-01-23,54.81,57.44,normal,0.0,0.0,306.0924063,1.071066441,,,
2021-01-24,54.51,59.08,normal,0.0,0.0,345.6264031,0.744795551,,,
2021-01-25,56.5,57.56,normal,0.0,0.0,348.3651412,0.964931245,,,
2021-01-26,54.82,56.57,normal,0.0,0.0,314.0743014,0.702314352,,,
2021-01-27,55.49,57.71,normal,0.0,0.0,358.9402143,0.972399178,,,
2021-01-28,59.98,64.06,normal,0.0,0.0,342.9690567,0.886250454,,,
2021-01-29,55.08,57.55,normal,0.0,0.0,307.8055201,1.00033901,,,
2021-01-30,55.07,58.4,normal,0.0,0.0,377.261369,0.964881127,,,
2021-01-31,54.79,55.71,normal,0.0,0.0,273.5240876,1.103553497,,,
2021-02-01,51.76,55.2,normal,0.0,0.0,382.157287,0.982455881,,,
2021-02-02,52.16,53.74,normal,0.0,0.0,308.9233876,1.01240313,,,
2021-02-03,57.1,58.95,normal,0.0,0.0,374.3126297,1.224371846,,,
2021-02-04,55.39,58.12,normal,0.0,0.0,402.096778,0.948956216,,,
2021-02-05,55.73,58.21,normal,0.0,0.0,407.6614153,1.042878888,,,
2021-02-06,53.28,56.06,normal,0.0,0.0,258.0721215,0.995475371,,,
2021-02-07,55.76,57.89,normal,0.0,0.0,291.9361335,0.835393275,,,
2021-02-08,52.7,56.19,normal,0.0,0.0,420.0889742,0.939419682,,,
2021-02-09,54.26,56.43,normal,0.0,0.0,387.9937974,0.786187056,,,
2021-02-10,53.64,57.65,normal,0.0,0.0,337.4195994,1.236311729,,,
2021-02-11,52.2,55.52,normal,0.0,0.0,315.1423388,0.900906635,,,
2021-02-12,54.74,56.84,normal,0.0,0.0,363.0318251,1.16967062,,,
2021-02-13,52.58,54.08,normal,0.0,0.0,395.6026387,1.131312783,,,
2021-02-14,59.07,59.93,normal,0.0,0.0,386.8250404,0.863025496,,,
2021-02-15,56.68,57.49,normal,0.0,0.0,374.252284,0.952102274,,,
2021-02-16,51.03,52.96,normal,0.0,0.0,398.1901956,1.066311606,,,
2021-02-17,52.84,55.62,normal,0.0,0.0,306.269175,1.079125926,,,
2021-02-18,82.69,87.02,economic_data,26.68,0.0,295.984815,0.960711865,,,
2021-02-19,55.21,56.99,normal,0.0,0.0,259.519941,0.825205276,,,
2021-02-20,55.52,57.8,normal,0.0,0.0,410.3742241,0.840046328,,,
2021-02-21,53.95,57.62,normal,0.0,0.0,462.44033,1.045095887,,,
2021-02-22,59.34,64.19,normal,0.0,0.0,386.0130104,1.014705003,,,
2021-02-23,53.25,55.8,normal,0.0,0.0,378.2837009,1.161656761,,,
2021-02-24,56.5,60.1,normal,0.0,0.0,331.3928951,0.941086714,,,
2021-02-25,52.2,52.82,normal,0.0,0.0,289.8791518,0.919184368,,,
2021-02-26,54.09,53.67,economic_data,-1.19,0.0,412.0006771,0.967613991,,,
2021-02-27,55.81,59.29,normal,0.0,0.0,382.1060776,1.118570837,,,
2021-02-28,55.4,58.12,normal,0.0,0.0,334.4995988,0.91803847,,,
2021-03-01,53.32,55.89,normal,0.0,0.0,419.7281921,1.038458161,,,
2021-03-02,54.58,58.24,normal,0.0,0.0,429.8470601,1.059957956,,,
2021-03-03,52.71,55.72,normal,0.0,0.0,442.1328683,1.171411219,,,
2021-03-04,57.12,61.83,normal,0.0,0.0,415.0347407,0.907799749,,,
2021-03-05,52.6,56.06,normal,0.0,0.0,330.0758559,0.816750056,,,
2021-03-06,56.84,58.18,normal,0.0,0.0,368.6378682,1.004839171,,,
2021-03-07,50.89,52.51,normal,0.0,0.0,346.7634607,1.096135137,,,
2021-03-08,55.05,59.86,normal,0.0,0.0,343.3331358,1.139185681,,,
2021-03-09,56.75,59.85,normal,0.0,0.0,362.4183563,0.852977678,,,
2021-03-10,58.49,61.77,normal,0.0,0.0,299.1028675,1.148748483,,,
2021-03-11,49.33,53.58,normal,0.0,0.0,386.382124,1.012649408,,,
2021-03-12,53.06,54.92,normal,0.0,0.0,335.2598171,1.018328283,,,
2021-03-13,53.72,58.46,normal,0.0,0.0,379.3218721,0.963402671,,,
2021-03-14,53.56,55.87,normal,0.0,0.0,382.4206988,1.006996345,,,
2021-03-15,51.1,53.37,normal,0.0,0.0,404.066578,0.867457023,,,
2021-03-16,50.44,52.08,normal,0.0,0.0,395.6015959,1.145572739,,,
2021-03-17,52.63,54.5,normal,0.0,0.0,362.845288,0.988927015,,,
2021-03-18,55.75,58.99,normal,0.0,0.0,372.3215223,0.87226222,,,
2021-03-19,50.57,51.89,normal,0.0,0.0,391.594936,1.148123304,,,
2021-03-20,55.11,58.97,normal,0.0,0.0,414.4681888,0.873633651,,,
2021-03-21,53.6,55.85,normal,0.0,0.0,397.1518636,0.94250399,,,
2021-03-22,54.96,58.06,normal,0.0,0.0,368.8777393,1.162560539,,,
2021-03-23,56.11,59.06,normal,0.0,0.0,417.9076868,1.024424756,,,
2021-03-24,54.16,57.96,normal,0.0,0.0,333.0530034,0.946364313,,,
2021-03-25,53.0,54.86,normal,0.0,0.0,385.7771964,0.862371724,,,
2021-03-26,51.98,54.05,normal,0.0,0.0,384.4209341,0.974019383,,,
2021-03-27,59.02,62.56,normal,0.0,0.0,402.1126734,0.849175705,,,
2021-03-28,52.24,55.78,normal,0.0,0.0,394.0348348,0.951818464,,,
2021-03-29,54.4,57.02,normal,0.0,0.0,358.1152125,0.849482725,,,
2021-03-30,55.65,58.94,normal,0.0,0.0,323.2001684,1.181093562,,,
2021-03-31,55.55,60.34,normal,0.0,0.0,390.4505096,0.998136268,,,
2021-04-01,54.59,55.37,normal,0.0,0.0,337.8992176,0.93835195,,,
2021-04-02,55.19,58.21,normal,0.0,0.0,334.1863197,0.958902064,,,
2021-04-03,54.33,56.96,normal,0.0,0.0,444.8099156,0.875223053,,,
2021-04-04,76.49,80.69,political_instability,20.7,0.0,312.6049693,0.872689465,,,
2021-04-05,52.66,54.52,normal,0.0,0.0,402.874876,0.872874832,,,
2021-04-06,53.01,56.27,normal,0.0,0.0,367.8293539,1.00217169,,,
2021-04-07,53.67,55.73,normal,0.0,0.0,222.6124484,1.239207581,,,
2021-04-08,56.29,60.14,normal,0.0,0.0,328.4737709,0.911369799,,,
2021-04-09,59.36,63.48,normal,0.0,0.0,355.3958146,1.068476702,,,
2021-04-10,56.16,61.11,normal,0.0,0.0,459.5946413,0.931399064,,,
2021-04-11,58.01,59.8,normal,0.0,0.0,377.4733726,0.961909685,,,
2021-04-12,58.03,61.4,normal,0.0,0.0,365.8089862,0.899550665,,,
2021-04-13,56.66,60.25,normal,0.0,0.0,410.5055484,1.0435393,,,
2021-04-14,53.31,55.6,normal,0.0,0.0,334.5770192,1.040447972,,,
2021-04-15,60.02,63.34,normal,0.0,0.0,339.3238606,1.024826657,,,
2021-04-16,55.42,58.79,normal,0.0,0.0,369.8869981,0.933721002,,,
2021-04-17,58.98,62.14,normal,0.0,0.0,368.6254655,1.08194985,,,
2021-04-18,56.27,59.52,normal,0.0,0.0,329.511997,1.002946199,,,
2021-04-19,61.34,63.88,normal,0.0,0.0,393.5512394,1.03230814,,,
2021-04-20,59.99,63.8,normal,0.0,0.0,296.9076471,1.018865766,,,
2021-04-21,60.22,63.64,normal,0.0,0.0,365.9839801,1.028174554,,,
2021-04-22,58.39,61.17,normal,0.0,0.0,358.210583,1.060961967,,,
2021-04-23,58.04,60.24,normal,0.0,0.0,308.7643628,0.967372329,,,
2021-04-24,58.01,59.05,normal,0.0,0.0,270.6472983,1.083651041,,,
2021-04-25,58.46,62.7,normal,0.0,0.0,414.3197641,1.0320371,,,
2021-04-26,55.89,57.83,normal,0.0,0.0,368.7720889,0.969192995,,,
2021-04-27,54.92,58.58,normal,0.0,0.0,375.8475076,1.010636909,,,
2021-04-28,57.81,60.58,normal,0.0,0.0,326.7991288,1.189006786,,,
2021-04-29,57.55,60.39,normal,0.0,0.0,407.1306039,0.984728999,,,
2021-04-30,59.47,61.83,normal,0.0,0.0,369.5357692,0.97340898,,,
2021-05-01,57.56,61.58,normal,0.0,0.0,348.3685605,1.1228193,,,
2021-05-02,61.1,64.82,normal,0.0,0.0,372.1233975,1.092567155,,,
2021-05-03,60.06,63.17,normal,0.0,0.0,313.2833273,0.874364603,,,
2021-05-04,61.73,62.37,normal,0.0,0.0,324.3250915,0.95527347,,,
2021-05-05,63.35,66.29,normal,0.0,0.0,312.5038073,0.905232011,,,
2021-05-06,61.33,64.31,normal,0.0,0.0,303.3491159,1.008537898,,,
2021-05-07,58.42,60.99,normal,0.0,0.0,384.2324524,1.029143343,,,
2021-05-08,61.76,64.44,normal,0.0,0.0,472.5832038,0.906469998,,,
2021-05-09,58.42,60.92,normal,0.0,0.0,335.9369183,1.050885109,,,
2021-05-10,61.67,64.08,normal,0.0,0.0,407.0371174,1.042108962,,,
2021-05-11,63.45,65.89,normal,0.0,0.0,387.8700257,0.886418641,,,
